web_name,team,position,form,now_cost,selected_by_percent,event_points,total_points,ict_index,influence,creativity,threat,transfers_in_event,transfers_out_event,bonus,goals_scored,assists,goals_conceded,clean_sheets,saves,own_goals,penalties_missed,penalties_saved,penalties_order,yellow_cards,red_cards,starts,minutes,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,chance_of_playing_next_round,chance_of_playing_this_round,status,in_dreamteam,dreamteam_count,ep_this,ep_next,strength,is_GKP,goal_involvement
Delcroix,BUR,DEF,0.3,4.0,0.0,0,3,11.1,44.4,25.2,42.0,57,127,0,0,0,11,0,0,0,0,0,0.0,1,0,2,239,0.35,0.04,0.39,5.61,0.0,0.0,Available,0,0,-0.2,-0.7,2,0,0
A.Ramsey,BUR,MID,0.0,5.0,0.0,0,7,5.8,22.4,19.3,18.0,22,566,0,0,0,5,0,0,0,0,0,0.0,0,0,2,208,0.05,0.44,0.49,3.36,25.0,25.0,Doubtful,0,0,-0.1,-0.2,2,0,0
Massengo,BUR,MID,0.0,5.0,0.0,0,0,0.0,0.0,0.0,0.0,12,16,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Available,0,0,-0.5,-1.0,2,0,0
M.Trésor,BUR,MID,1.3,5.5,0.0,1,9,8.9,14.4,55.0,19.0,40,139,0,0,0,6,0,0,0,0,0,0.0,0,0,2,222,0.3,0.2,0.5,5.22,0.0,0.0,Available,0,0,0.8,0.3,2,0,0
Caicedo,CHE,MID,1.7,4.7,1.4,2,17,20.3,102.6,86.2,18.0,1218,3844,0,0,0,8,2,0,0,0,0,0.0,2,0,8,713,0.14,0.44,0.58,7.01,100.0,100.0,Available,0,0,1.7,0.7,3,0,0
Sanchez,CHE,GKP,2.0,4.6000000000000005,6.4,3,41,25.0,249.2,0.1,0.0,3553,16179,4,0,0,12,3,29,0,0,0,0.0,1,0,11,990,0.0,0.0,0.0,12.44,0.0,0.0,Available,0,0,2.0,1.0,3,1,0
Ampadu,CHE,DEF,0.0,4.0,0.0,0,0,0.0,0.0,0.0,0.0,0,14,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Unavailable,0,0,0.0,0.0,3,0,0
Arrizabalaga,CHE,GKP,0.0,5.0,0.2,0,0,0.0,0.0,0.0,0.0,0,196,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Unavailable,0,0,0.0,0.0,3,1,0
Aubameyang,CHE,FWD,0.0,6.5,0.0,0,0,0.0,0.0,0.0,0.0,0,7,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Unavailable,0,0,0.0,0.0,3,0,0
Azpilicueta,CHE,DEF,0.0,4.5,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Unavailable,0,0,0.0,0.0,3,0,0
Baba,CHE,DEF,0.0,4.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Unavailable,0,0,0.0,0.0,3,0,0
B.Badiashile,CHE,DEF,0.0,4.4,0.0,0,0,0.0,0.0,0.0,0.0,395,151,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,100.0,100.0,Available,0,0,0.0,-1.0,3,0,0
Bettinelli,CHE,GKP,0.0,4.0,0.0,0,0,0.0,0.0,0.0,0.0,31,41,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,100.0,100.0,Available,0,0,0.0,-1.0,3,1,0
Broja,CHE,FWD,0.0,4.9,0.2,0,8,9.0,38.4,6.1,47.0,131,1507,0,1,0,1,1,0,0,0,0,0.0,0,0,2,120,0.58,0.04,0.62,1.02,75.0,75.0,Doubtful,0,0,0.0,-0.8,3,0,1
Chalobah,CHE,DEF,0.0,4.3,0.1,0,0,0.0,0.0,0.0,0.0,7,89,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Injured,0,0,0.0,0.0,3,0,0
Chilwell,CHE,DEF,0.0,5.4,5.8,0,15,28.1,57.0,136.4,88.0,114,16797,2,0,1,5,1,0,0,0,0,0.0,3,0,4,334,0.85,1.27,2.12,4.08,0.0,0.0,Injured,0,0,0.0,0.0,3,0,1
Chukwuemeka,CHE,MID,0.0,4.3,1.6,0,6,9.9,34.8,25.1,39.0,2016,8723,0,1,0,2,0,0,0,0,0,0.0,2,0,2,125,0.08,0.19,0.27,1.96,0.0,0.0,Injured,0,0,0.0,0.0,3,0,1
Colwill,CHE,DEF,0.7,4.6000000000000005,5.2,0,35,34.9,182.0,66.5,101.0,6587,17218,3,0,1,12,3,0,0,0,0,0.0,1,0,11,934,0.84,0.33,1.17,11.56,0.0,0.0,Available,0,1,0.7,-0.3,3,0,1
Cucurella,CHE,DEF,1.0,4.800000000000001,0.5,1,9,18.9,85.8,51.6,51.0,1796,1523,0,0,0,4,1,0,0,0,0,0.0,3,0,4,395,0.83,0.19,1.02,4.21,100.0,100.0,Available,0,0,1.0,0.0,3,0,0
Enzo,CHE,MID,2.0,4.800000000000001,2.7,4,21,54.0,145.0,259.9,137.0,1692,7349,0,0,1,9,4,0,0,1,0,4.0,3,0,10,834,2.18,1.54,3.72,8.76,100.0,100.0,Available,0,0,2.0,1.0,3,0,1
D.D.Fofana,CHE,FWD,0.0,5.0,0.0,0,0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Unavailable,0,0,0.0,0.0,3,0,0
W.Fofana,CHE,DEF,0.0,4.4,0.0,0,0,0.0,0.0,0.0,0.0,15,23,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Injured,0,0,0.0,0.0,3,0,0
Gallagher,CHE,MID,4.7,5.4,0.4,6,35,58.1,220.2,259.8,100.0,1268,1472,2,0,3,11,3,0,0,0,0,0.0,1,0,11,945,0.7,1.16,1.86,11.45,0.0,0.0,Available,0,0,4.7,3.7,3,0,3
Gusto,CHE,DEF,0.3,4.2,7.2,0,23,19.4,96.2,70.2,28.0,4328,28159,2,0,2,6,2,0,0,0,0,0.0,1,1,6,512,0.13,0.4,0.53,6.88,100.0,100.0,Available,0,1,0.3,-0.7,3,0,2
James,CHE,DEF,1.3,5.300000000000001,3.7,2,6,15.4,40.8,79.1,34.0,18555,3682,0,0,0,4,0,0,0,0,0,0.0,0,0,2,180,0.13,0.77,0.9,3.49,100.0,100.0,Available,0,0,1.3,0.3,3,0,0
Lukaku,CHE,FWD,0.0,6.800000000000001,0.3,0,0,0.0,0.0,0.0,0.0,0,194,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Unavailable,0,0,0.0,0.0,3,0,0
Madueke,CHE,MID,1.0,5.300000000000001,0.1,0,6,8.6,9.2,36.9,40.0,167,255,0,0,0,3,0,0,0,0,0,0.0,0,0,1,116,0.19,0.23,0.42,1.91,100.0,100.0,Available,0,0,1.0,0.0,3,0,0
Mudryk,CHE,MID,4.7,6.300000000000001,0.9,0,29,28.0,98.2,95.8,85.0,875,5540,3,2,1,2,3,0,0,0,0,0.0,2,0,4,338,0.79,0.97,1.76,3.43,100.0,75.0,Available,0,1,3.5,3.7,3,0,3
N.Jackson,CHE,FWD,6.3,6.800000000000001,4.5,16,37,74.2,227.8,117.3,399.0,30196,7980,5,5,0,10,3,0,0,0,0,3.0,6,0,8,758,6.72,1.06,7.78,9.73,100.0,100.0,Available,0,1,6.3,5.3,3,0,5
Nkunku,CHE,FWD,0.0,7.300000000000001,0.5,0,0,0.0,0.0,0.0,0.0,460,503,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Injured,0,0,0.0,0.0,3,0,0
Pulisic,CHE,MID,0.0,5.5,0.0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Unavailable,0,0,0.0,0.0,3,0,0
M.Sarr,CHE,DEF,0.0,4.3,0.1,0,0,0.0,0.0,0.0,0.0,100,120,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Available,0,0,0.0,-1.0,3,0,0
Slonina,CHE,GKP,0.0,4.0,0.0,0,0,0.0,0.0,0.0,0.0,0,32,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Unavailable,0,0,0.0,0.0,3,1,0
Sterling,CHE,MID,3.0,6.9,6.6,5,54,78.9,193.4,224.8,371.0,12075,34921,6,3,4,11,2,0,0,0,0,2.0,2,0,10,900,2.36,1.66,4.02,11.35,0.0,0.0,Available,0,2,3.0,2.0,3,0,7
T.Silva,CHE,DEF,1.0,5.0,3.4,2,31,36.0,252.4,62.3,45.0,3218,6755,2,0,0,12,3,0,0,0,0,0.0,2,0,11,990,0.18,0.33,0.51,12.44,0.0,0.0,Available,0,0,1.0,0.0,3,0,0
Ziyech,CHE,MID,0.0,5.4,0.1,0,0,0.0,0.0,0.0,0.0,0,37,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Unavailable,0,0,0.0,0.0,3,0,0
Palmer,CHE,MID,6.7,5.1000000000000005,5.0,12,41,53.1,185.4,200.5,147.0,65662,15003,4,3,3,6,1,0,0,0,0,1.0,2,0,5,512,3.51,1.76,5.27,6.84,100.0,100.0,Available,0,2,6.7,5.7,3,0,6
Ângelo,CHE,MID,0.0,5.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Unavailable,0,0,0.0,0.0,3,0,0
Maatsen,CHE,MID,0.3,5.2,0.1,0,6,7.9,19.0,41.0,19.0,37,135,0,0,0,1,0,0,0,0,0,0.0,1,0,0,107,0.4,0.18,0.58,3.11,0.0,0.0,Available,0,0,0.3,-0.7,3,0,0
Disasi,CHE,DEF,1.3,5.0,4.6,2,38,31.3,186.0,48.9,78.0,3342,14436,3,1,0,9,3,0,0,0,0,0.0,2,0,10,876,0.78,1.17,1.95,9.75,100.0,100.0,Available,0,1,1.3,0.3,3,0,1
Ugochukwu,CHE,MID,0.3,4.4,0.3,0,8,4.7,26.4,19.1,2.0,465,1536,0,0,0,2,1,0,0,0,0,0.0,1,0,1,142,0.0,0.09,0.09,3.82,0.0,0.0,Available,0,0,0.3,-0.7,3,0,0
Burstow,CHE,FWD,0.0,4.5,0.1,0,2,0.3,0.4,0.6,2.0,0,94,0,0,0,1,0,0,0,0,0,0.0,0,0,0,8,0.0,0.0,0.0,0.9,0.0,0.0,Unavailable,0,0,0.0,0.0,3,0,0
Bergström,CHE,GKP,0.0,4.0,0.0,0,0,0.0,0.0,0.0,0.0,20,26,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Available,0,0,0.0,-1.0,3,1,0
Lavia,CHE,MID,0.0,4.9,0.0,0,0,0.0,0.0,0.0,0.0,10,13,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Injured,0,0,0.0,0.0,3,0,0
Humphreys,CHE,DEF,0.0,4.0,0.0,0,0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Unavailable,0,0,0.0,0.0,3,0,0
Deivid,CHE,FWD,0.3,4.5,0.1,0,1,0.4,0.0,0.1,4.0,295,300,0,0,0,1,0,0,0,0,0,0.0,0,0,0,9,0.47,0.0,0.47,1.64,0.0,0.0,Available,0,0,0.3,-0.7,3,0,0
Beach,CHE,GKP,0.0,4.0,0.0,0,0,0.0,0.0,0.0,0.0,24,37,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Available,0,0,0.0,-1.0,3,1,0
Diego Moreira,CHE,MID,0.0,4.5,0.0,0,0,0.0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Unavailable,0,0,0.0,0.0,3,0,0
Petrovic,CHE,GKP,0.0,4.5,0.0,0,0,0.0,0.0,0.0,0.0,60,103,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Available,0,0,0.0,-1.0,3,1,0
Gilchrist,CHE,DEF,0.0,4.0,0.0,0,0,0.0,0.0,0.0,0.0,50,73,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Available,0,0,0.0,-1.0,3,0,0
Stutter,CHE,FWD,0.0,4.5,0.0,0,0,0.0,0.0,0.0,0.0,167,153,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Available,0,0,0.0,-1.0,3,0,0
Matos,CHE,MID,0.0,4.5,0.0,0,1,0.0,0.0,0.0,0.0,31,41,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,Available,0,0,0.0,-1.0,3,0,0
Brooking,CHE,DEF,0.0,4.0,0.0,0,0,0.0,0.0,0.0,0.0,53,67,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Available,0,0,0.0,-1.0,3,0,0
Holding,CRY,DEF,0.0,4.3,0.1,0,0,0.0,0.0,0.0,0.0,110,228,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Available,0,0,0.5,0.0,3,0,0
Ahamada,CRY,MID,0.7,4.3,1.0,1,5,1.3,8.0,4.6,0.0,8048,7836,0,0,0,2,0,0,0,0,0,0.0,0,0,0,76,0.0,0.03,0.03,2.65,100.0,100.0,Available,0,0,1.2,0.7,3,0,0
Andersen,CRY,DEF,2.7,5.1000000000000005,22.0,5,59,61.8,351.0,139.6,128.0,137164,14434,9,2,1,13,5,0,0,0,0,0.0,2,0,11,990,0.84,0.65,1.49,16.1,0.0,0.0,Available,1,3,3.2,2.7,3,0,3
J.Ayew,CRY,MID,4.3,5.4,0.6,5,36,53.1,181.8,143.9,205.0,4879,3003,0,1,3,10,5,0,0,0,0,0.0,4,0,11,924,1.74,1.15,2.89,13.19,100.0,100.0,Available,0,0,4.8,4.3,3,0,4
Clyne,CRY,DEF,0.7,4.4,0.1,1,8,2.0,10.4,3.6,6.0,170,244,0,0,0,0,1,0,0,0,0,0.0,0,0,1,130,0.03,0.01,0.04,1.95,0.0,0.0,Available,0,0,1.2,0.7,3,0,0
C.Doucouré,CRY,MID,1.7,5.0,0.1,1,20,30.5,155.6,112.2,36.0,180,441,0,0,0,12,3,0,0,0,0,0.0,2,0,10,867,0.28,0.54,0.82,13.59,100.0,100.0,Available,0,0,2.2,1.7,3,0,0
Ebiowei,CRY,MID,0.0,4.5,0.0,0,0,0.0,0.0,0.0,0.0,43,119,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,100.0,100.0,Available,0,0,0.5,0.0,3,0,0
Edouard,CRY,FWD,1.3,5.5,3.6,1,40,63.3,200.2,108.5,322.0,13246,18545,6,4,0,10,4,0,0,0,0,2.0,2,0,10,861,3.1,0.41,3.51,11.45,100.0,100.0,Available,0,0,1.8,1.3,3,0,4
Eze,CRY,MID,1.3,6.1000000000000005,3.2,4,29,63.6,157.2,294.3,184.0,11233,3846,1,1,2,7,3,0,0,0,0,1.0,1,0,7,659,2.3,1.91,4.21,10.75,100.0,100.0,Available,0,0,1.8,1.3,3,0,3
Guaita,CRY,GKP,0.0,4.4,0.3,0,0,0.0,0.0,0.0,0.0,0,427,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Unavailable,0,0,0.0,0.0,3,1,0
Guéhi,CRY,DEF,2.0,4.6000000000000005,4.8,5,41,26.7,210.2,33.9,23.0,37655,6769,6,0,0,10,5,0,0,0,0,0.0,1,0,10,900,0.58,0.18,0.76,12.89,100.0,100.0,Available,0,1,2.5,2.0,3,0,0
Hughes,CRY,MID,2.3,4.9,0.0,3,17,26.9,112.2,132.6,25.0,73,95,0,0,0,10,4,0,0,0,0,0.0,2,0,7,589,0.15,0.37,0.52,11.41,100.0,100.0,Available,0,0,2.8,2.3,3,0,0
Johnstone,CRY,GKP,3.7,4.6000000000000005,4.9,9,49,20.4,204.0,0.0,0.0,60485,5027,7,0,0,13,5,28,0,0,0,0.0,0,0,11,990,0.0,0.0,0.0,16.1,0.0,0.0,Available,1,2,4.2,3.7,3,1,0
Lerma,CRY,MID,2.0,4.7,0.1,2,15,23.6,85.4,94.8,56.0,188,268,0,0,0,10,2,0,0,0,0,0.0,1,0,7,614,0.19,0.37,0.56,9.23,100.0,100.0,Available,0,0,2.5,2.0,3,0,0
Mateta,CRY,FWD,0.7,4.9,0.6,0,20,20.1,72.6,70.8,58.0,1267,3328,0,0,3,7,2,0,0,0,0,0.0,1,0,3,374,0.36,0.46,0.82,8.95,0.0,0.0,Available,0,0,1.2,0.7,3,0,3
Matthews,CRY,GKP,0.0,4.0,0.1,0,0,0.0,0.0,0.0,0.0,91,129,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Available,0,0,0.5,0.0,3,1,0
Mitchell,CRY,DEF,5.0,4.6000000000000005,3.7,15,49,36.3,212.6,108.8,42.0,207237,2973,5,1,1,13,5,0,0,0,0,0.0,2,0,11,969,0.42,0.77,1.19,15.85,100.0,100.0,Available,0,1,5.5,5.0,3,0,2
O'Brien,CRY,DEF,0.0,4.0,0.1,0,0,0.0,0.0,0.0,0.0,0,78,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Unavailable,0,0,0.0,0.0,3,0,0
Olise,CRY,MID,0.0,5.800000000000001,0.1,0,0,0.0,0.0,0.0,0.0,105,94,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Injured,0,0,0.0,0.0,3,0,0
Plange,CRY,FWD,0.0,4.5,0.0,0,0,0.0,0.0,0.0,0.0,0,16,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Unavailable,0,0,0.0,0.0,3,0,0
C.Richards,CRY,DEF,0.3,3.9000000000000004,0.6,1,4,2.2,21.8,0.3,0.0,1314,1322,0,0,0,3,0,0,0,0,0,0.0,0,0,1,111,0.0,0.0,0.0,3.98,0.0,0.0,Available,0,0,0.8,0.3,3,0,0
Riedewald,CRY,MID,0.0,4.4,0.1,0,4,1.7,8.4,3.3,6.0,93,335,0,0,0,0,1,0,0,0,0,0.0,0,0,1,86,0.0,0.03,0.03,1.39,100.0,100.0,Available,0,0,0.5,0.0,3,0,0
Schlupp,CRY,MID,3.3,4.9,0.1,9,28,34.9,110.0,114.7,126.0,1149,255,1,1,0,7,4,0,0,0,0,0.0,0,0,10,692,1.22,0.36,1.58,9.66,100.0,100.0,Available,0,0,3.8,3.3,3,0,1
Tomkins,CRY,DEF,0.0,4.0,0.5,0,1,0.0,0.2,0.0,0.0,27,1048,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,Injured,0,0,0.0,0.0,3,0,0
Ward,CRY,DEF,1.7,4.5,0.3,6,26,16.0,120.0,20.2,21.0,1439,645,0,0,0,13,4,0,1,0,0,0.0,3,0,10,871,0.63,0.11,0.74,14.4,100.0,100.0,Available,0,0,2.2,1.7,3,0,0
Whitworth,CRY,GKP,0.0,4.0,1.1,0,0,0.0,0.0,0.0,0.0,138,779,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Available,0,0,0.5,0.0,3,1,0
Henderson,CRY,GKP,0.0,4.4,0.2,0,0,0.0,0.0,0.0,0.0,76,612,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Injured,0,0,0.0,0.0,3,1,0
Matheus França,CRY,MID,0.7,4.9,0.0,0,2,5.8,4.6,49.1,5.0,12,91,0,0,0,0,0,0,0,0,0,0.0,0,0,0,31,0.08,0.08,0.16,0.36,100.0,100.0,Available,0,0,1.2,0.7,3,0,0
Rak-Sakyi,CRY,MID,0.7,4.5,0.0,0,8,11.0,23.2,28.2,58.0,47,574,0,0,0,3,1,0,0,0,0,0.0,0,0,0,132,0.41,0.14,0.54,3.21,0.0,0.0,Injured,0,0,1.2,0.0,3,0,0
Gordon,CRY,FWD,0.0,4.5,0.0,0,0,0.0,0.0,0.0,0.0,0,82,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Unavailable,0,0,0.0,0.0,3,0,0
Ola-Adebomi,CRY,FWD,0.0,4.5,0.0,0,0,0.0,0.0,0.0,0.0,293,229,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Available,0,0,0.5,0.0,3,0,0
Ozoh,CRY,MID,0.3,4.5,0.0,0,1,0.2,2.4,0.0,0.0,36,51,0,0,0,0,0,0,0,0,0,0.0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,Available,0,0,0.8,0.3,3,0,0
Raymond,CRY,MID,0.0,4.5,0.0,0,0,0.0,0.0,0.0,0.0,38,29,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Available,0,0,0.5,0.0,3,0,0
André Gomes,EVE,MID,0.0,4.4,0.1,0,0,0.0,0.0,0.0,0.0,10,347,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Injured,0,0,0.0,0.0,3,0,0
Branthwaite,EVE,DEF,3.3,4.0,2.2,1,21,24.7,180.4,29.5,38.0,15244,4170,2,0,0,10,2,0,0,0,0,0.0,4,0,9,810,0.24,0.44,0.68,9.5,75.0,100.0,Doubtful,0,1,3.3,2.5,3,0,0
Calvert-Lewin,EVE,FWD,4.3,5.800000000000001,1.5,2,28,33.0,118.0,47.8,173.0,12608,6852,3,3,0,6,3,0,0,0,0,1.0,0,0,6,497,2.79,0.13,2.92,6.52,100.0,100.0,Available,0,0,4.3,4.3,3,0,3
Coleman,EVE,DEF,0.0,4.4,0.0,0,0,0.0,0.0,0.0,0.0,26,43,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,25.0,0.0,Doubtful,0,0,0.0,0.0,3,0,0
Dele,EVE,MID,0.0,4.800000000000001,0.0,0,0,0.0,0.0,0.0,0.0,11,34,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Injured,0,0,0.0,0.0,3,0,0
A.Doucoure,EVE,MID,2.0,5.5,0.7,1,41,76.8,202.6,215.0,348.0,2052,5917,2,3,1,15,2,0,0,0,0,0.0,2,0,11,948,3.85,0.75,4.6,14.11,75.0,0.0,Doubtful,0,0,2.0,1.5,3,0,4
Garner,EVE,MID,2.3,4.9,0.2,2,32,45.5,172.2,201.2,82.0,741,1080,2,1,1,14,2,0,0,0,0,0.0,1,0,10,886,1.23,1.73,2.96,12.44,0.0,0.0,Available,0,0,2.3,2.3,3,0,2
Gbamin,EVE,MID,0.0,4.4,0.0,0,0,0.0,0.0,0.0,0.0,0,18,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Unavailable,0,0,0.0,0.0,3,0,0
Godfrey,EVE,DEF,0.0,4.3,0.1,0,1,0.0,0.0,0.0,0.0,110,186,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0.0,0.0,0.0,0.37,0.0,0.0,Available,0,0,0.0,0.0,3,0,0
Gray,EVE,MID,0.0,5.300000000000001,0.1,0,0,0.0,0.0,0.0,0.0,0,120,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Unavailable,0,0,0.0,0.0,3,0,0
Gana,EVE,MID,0.3,4.800000000000001,0.0,1,12,18.4,74.8,83.6,25.0,49,94,0,0,0,11,0,0,0,0,0,0.0,2,0,8,630,0.24,0.38,0.62,9.13,100.0,100.0,Available,0,0,0.3,0.3,3,0,0
Holgate,EVE,DEF,0.0,4.0,0.5,0,0,0.0,0.0,0.0,0.0,0,1001,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Unavailable,0,0,0.0,0.0,3,0,0
Keane,EVE,DEF,0.0,4.3,0.2,0,2,7.8,35.6,2.6,40.0,138,275,0,0,0,7,0,0,0,0,0,0.0,1,0,2,226,0.04,0.05,0.09,6.6,0.0,0.0,Available,0,0,0.0,0.0,3,0,0
McNeil,EVE,MID,2.0,5.4,0.1,2,19,42.0,117.6,221.8,80.0,216,341,0,0,1,5,2,0,0,0,0,0.0,0,0,7,590,0.67,2.09,2.76,5.86,100.0,100.0,Available,0,0,2.0,2.0,3,0,1
Mykolenko,EVE,DEF,7.0,4.3,1.0,11,33,33.0,177.2,67.1,85.0,44495,1967,6,1,0,6,2,0,0,0,0,0.0,0,0,7,627,0.43,0.28,0.71,6.5,100.0,100.0,Available,0,2,7.0,7.0,3,0,1
Onana,EVE,MID,1.7,4.800000000000001,0.2,0,22,35.3,98.4,121.0,132.0,94,1472,0,0,0,13,2,0,0,0,0,0.0,0,0,10,875,1.07,0.87,1.94,12.83,75.0,0.0,Doubtful,0,0,1.7,1.3,3,0,0
Patterson,EVE,DEF,2.3,4.4,0.2,1,19,21.8,112.0,82.4,22.0,379,456,2,0,1,10,1,0,0,0,0,0.0,1,0,5,523,0.34,0.67,1.01,9.61,0.0,0.0,Available,0,0,2.3,2.3,3,0,1
Pickford,EVE,GKP,3.0,4.4,7.4,2,29,25.6,217.0,40.0,0.0,9772,9088,2,0,0,15,2,27,1,0,0,0.0,2,0,11,990,0.0,0.12,0.12,14.11,0.0,0.0,Available,0,1,3.0,3.0,3,1,0
Simms,EVE,FWD,0.0,4.5,0.0,0,0,0.0,0.0,0.0,0.0,0,17,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Unavailable,0,0,0.0,0.0,3,0,0
Tarkowski,EVE,DEF,2.3,4.4,3.2,1,36,48.1,265.8,91.2,123.0,15750,6975,4,1,1,15,2,0,0,0,0,0.0,2,0,11,990,0.85,0.89,1.74,13.74,100.0,100.0,Available,0,1,2.3,2.3,3,0,2
J.Virginia,EVE,GKP,0.0,3.9000000000000004,0.7,0,0,0.0,0.0,0.0,0.0,311,684,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Available,0,0,0.0,0.0,3,1,0
Lonergan,EVE,GKP,0.0,4.0,0.1,0,0,0.0,0.0,0.0,0.0,30,51,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Available,0,0,0.0,0.0,3,1,0
