web_name,team,position,form,now_cost,selected_by_percent,event_points,total_points,ict_index,influence,creativity,threat,transfers_in_event,transfers_out_event,bonus,goals_scored,assists,goals_conceded,clean_sheets,saves,own_goals,penalties_missed,penalties_saved,penalties_order,yellow_cards,red_cards,starts,minutes,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,chance_of_playing_next_round,chance_of_playing_this_round,status,in_dreamteam,dreamteam_count,ep_this,ep_next,strength,is_GKP,goal_involvement
Baptiste,BRE,MID,0.0,4.3,0.8,0,1,0.2,2.2,0.0,0.0,541,2075,0,0,0,0,0,0,0,0,0,0.0,0,0,0,18,0.0,0.01,0.01,0.24,25.0,25.0,Doubtful,0,0,0.0,-0.1,3,0,0
Bech,BRE,DEF,0.0,4.0,0.1,0,0,0.0,0.0,0.0,0.0,0,149,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Unavailable,0,0,0.0,0.0,3,0,0
Bidstrup,BRE,MID,0.0,4.5,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Unavailable,0,0,0.0,0.0,3,0,0
Canós,BRE,MID,0.0,5.0,0.0,0,0,0.0,0.0,0.0,0.0,0,12,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Unavailable,0,0,0.0,0.0,3,0,0
Collins,BRE,DEF,7.3,4.5,0.7,10,39,37.4,242.6,36.8,93.0,16649,2256,3,1,1,12,3,0,0,0,0,0.0,2,0,10,909,0.45,0.5,0.95,12.95,0.0,0.0,Available,0,0,7.3,6.8,3,0,2
Cox,BRE,GKP,0.0,4.0,0.0,0,0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Unavailable,0,0,0.0,0.0,3,1,0
Damsgaard,BRE,MID,0.0,4.800000000000001,0.0,0,2,3.1,10.4,3.3,17.0,3,60,0,0,0,0,0,0,0,0,0,0.0,0,0,0,52,0.07,0.01,0.08,0.66,0.0,0.0,Injured,0,0,0.0,0.0,3,0,0
Dasilva,BRE,MID,0.0,4.7,0.0,0,1,0.1,0.0,0.0,2.0,4,40,0,0,0,0,0,0,0,0,0,4.0,0,0,0,9,0.0,0.0,0.0,0.07,0.0,0.0,Injured,0,0,0.0,0.0,3,0,0
Dervişoğlu,BRE,FWD,0.0,4.5,0.0,0,0,0.0,0.0,0.0,0.0,0,10,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Unavailable,0,0,0.0,0.0,3,0,0
Flekken,BRE,GKP,4.0,4.5,2.7,0,31,18.2,181.8,0.0,0.0,803,14350,1,0,0,12,3,20,0,0,0,0.0,1,0,10,855,0.0,0.06,0.06,13.29,75.0,100.0,Doubtful,0,0,4.0,2.6,3,1,0
Goode,BRE,DEF,0.0,3.9000000000000004,0.2,0,0,0.0,0.0,0.0,0.0,524,494,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Available,0,0,0.0,-0.5,3,0,0
Henry,BRE,DEF,0.0,4.4,1.2,0,13,15.7,72.8,67.9,17.0,24,4057,0,0,1,5,1,0,0,0,0,0.0,1,0,5,401,0.07,0.9,0.97,5.12,0.0,0.0,Injured,0,0,0.0,0.0,3,0,1
Hickey,BRE,DEF,2.0,4.5,0.3,0,17,12.9,66.6,28.4,37.0,52,2846,0,0,0,12,2,0,0,0,0,0.0,5,0,9,713,0.2,0.13,0.33,10.2,0.0,100.0,Injured,0,0,2.0,0.0,3,0,0
Janelt,BRE,MID,2.3,5.300000000000001,0.1,2,27,37.5,110.4,160.3,105.0,92,171,0,0,1,9,4,0,0,0,0,0.0,2,0,11,884,0.61,0.71,1.32,10.92,0.0,0.0,Available,0,0,2.3,1.8,3,0,1
Jensen,BRE,MID,3.3,5.4,2.8,5,56,62.0,250.4,293.3,78.0,8382,16912,8,3,3,11,5,0,0,0,0,0.0,2,0,11,834,0.43,2.16,2.59,12.06,100.0,100.0,Available,0,0,3.3,2.8,3,0,6
Lewis-Potter,BRE,MID,0.0,4.7,0.0,0,8,9.3,15.2,21.8,58.0,3,64,0,0,0,5,0,0,0,0,0,0.0,0,0,2,218,0.98,0.28,1.25,3.21,0.0,0.0,Injured,0,0,0.0,0.0,3,0,0
Mbeumo,BRE,MID,10.7,6.800000000000001,21.6,5,72,98.5,321.0,302.6,362.0,75845,64162,9,6,3,14,3,0,0,0,0,2.0,1,0,11,990,6.53,3.17,9.7,14.97,100.0,100.0,Available,1,3,10.7,10.2,3,0,9
Mee,BRE,DEF,0.3,4.800000000000001,1.3,1,4,4.6,31.6,10.9,4.0,1662,1987,0,0,0,3,0,0,0,0,0,0.0,0,0,2,152,0.0,0.16,0.16,3.47,100.0,100.0,Available,0,0,0.3,-0.2,3,0,0
Nørgaard,BRE,MID,2.3,5.5,0.2,2,32,50.6,198.8,149.3,157.0,202,675,2,1,1,14,3,0,0,0,0,0.0,3,0,11,940,1.68,0.78,2.46,14.63,0.0,0.0,Available,0,0,2.3,1.8,3,0,2
Onyeka,BRE,MID,2.3,4.9,0.0,5,12,25.5,80.2,99.3,77.0,110,33,0,0,1,8,1,0,0,0,0,0.0,3,0,2,323,0.64,1.04,1.68,7.45,100.0,100.0,Available,0,0,2.3,1.8,3,0,1
Pinnock,BRE,DEF,7.7,4.5,2.9,1,40,43.9,290.4,40.4,106.0,40577,11052,5,1,0,14,3,0,0,0,0,0.0,0,0,11,990,0.94,0.35,1.29,14.97,100.0,100.0,Available,0,1,7.7,7.2,3,0,1
Roerslev,BRE,DEF,2.7,4.4,0.1,1,15,17.8,83.8,83.8,10.0,178,211,0,0,0,4,1,0,0,0,0,0.0,0,0,3,344,0.03,0.32,0.35,6.05,0.0,0.0,Available,0,0,2.7,2.2,3,0,0
Schade,BRE,MID,0.0,5.300000000000001,0.1,0,19,15.1,48.2,42.0,62.0,12,206,2,1,1,2,1,0,0,0,0,0.0,0,0,3,255,0.8,0.35,1.15,2.36,0.0,0.0,Injured,0,0,0.0,0.0,3,0,2
Strakosha,BRE,GKP,0.3,3.9000000000000004,2.1,1,4,4.3,42.8,0.0,0.0,13164,2936,0,0,0,2,0,6,0,0,0,0.0,0,0,1,135,0.0,0.01,0.01,1.68,100.0,100.0,Available,0,0,0.3,-0.2,3,1,0
Toney,BRE,FWD,0.0,7.9,0.1,0,0,0.0,0.0,0.0,0.0,233,227,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Suspended,0,0,0.0,0.0,3,0,0
Trevitt,BRE,MID,0.0,4.5,0.0,0,0,0.0,0.0,0.0,0.0,0,19,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Unavailable,0,0,0.0,0.0,3,0,0
Wissa,BRE,FWD,4.0,5.9,9.2,2,46,61.1,181.0,121.5,316.0,18495,46481,7,3,2,12,4,0,0,0,0,0.0,1,0,11,921,4.54,0.24,4.78,12.78,0.0,0.0,Available,0,2,4.0,3.5,3,0,5
Yarmolyuk,BRE,MID,1.0,4.4,0.6,1,3,3.5,4.8,1.8,29.0,327,1665,0,0,0,0,0,0,0,0,0,0.0,0,0,0,40,0.58,0.0,0.58,1.15,0.0,0.0,Available,0,0,1.0,0.5,3,0,0
Zanka,BRE,DEF,0.0,4.3,0.1,0,1,2.7,9.8,17.1,0.0,40,100,0,0,0,0,0,0,0,0,0,0.0,0,0,0,6,0.0,0.11,0.11,0.12,0.0,0.0,Available,0,0,0.0,-0.5,3,0,0
Maupay,BRE,FWD,5.3,4.9,0.9,8,21,39.1,94.6,68.6,227.0,15836,2567,2,1,2,6,2,0,0,0,0,0.0,2,0,3,354,3.13,0.46,3.59,6.63,100.0,100.0,Available,0,0,5.3,4.8,3,0,3
Olakigbe,BRE,MID,0.3,4.5,0.0,0,4,2.2,0.6,1.9,20.0,36,127,0,0,0,0,0,0,0,0,0,0.0,0,0,0,12,0.12,0.01,0.13,0.26,0.0,0.0,Available,0,0,0.3,-0.2,3,0,0
Brierley,BRE,MID,0.0,4.5,0.0,0,0,0.0,0.0,0.0,0.0,29,55,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Available,0,0,0.0,-0.5,3,0,0
Ghoddos,BRE,MID,2.0,4.5,0.1,1,8,10.3,46.8,47.7,8.0,366,490,0,1,0,2,0,0,0,0,0,0.0,3,0,0,58,0.1,0.39,0.49,2.01,0.0,0.0,Available,0,0,2.0,1.5,3,0,1
Kim Ji-Soo,BRE,DEF,0.0,4.0,0.0,0,0,0.0,0.0,0.0,0.0,106,118,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Available,0,0,0.0,-0.5,3,0,0
Adedokun,BRE,DEF,0.0,4.0,0.0,0,0,0.0,0.0,0.0,0.0,195,18,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Available,0,0,1.3,0.8,3,0,0
Adingra,BHA,MID,2.0,5.0,1.0,2,29,37.4,140.6,94.6,140.0,3208,4444,0,2,1,13,0,0,0,0,0,0.0,0,0,6,573,0.93,0.57,1.5,9.0,0.0,0.0,Available,0,0,2.0,2.5,4,0,3
Alzate,BHA,MID,0.0,4.4,0.1,0,0,0.0,0.0,0.0,0.0,0,120,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Unavailable,0,0,0.0,0.0,4,0,0
Ayari,BHA,MID,0.0,4.5,0.0,0,0,0.0,0.0,0.0,0.0,0,24,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Unavailable,0,0,0.0,0.0,4,0,0
Buonanotte,BHA,MID,0.7,4.7,0.0,1,3,4.1,8.8,15.4,17.0,59,67,0,0,0,1,0,0,0,0,0,0.0,0,0,1,75,0.12,0.06,0.18,0.92,0.0,0.0,Available,0,0,0.7,1.2,4,0,0
Connolly,BHA,FWD,0.0,4.5,0.0,0,0,0.0,0.0,0.0,0.0,0,29,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Unavailable,0,0,0.0,0.0,4,0,0
Dahoud,BHA,MID,1.0,4.800000000000001,0.1,1,14,18.7,68.6,107.3,13.0,73,294,0,0,1,4,1,0,0,0,0,0.0,1,0,4,336,0.11,0.36,0.47,3.24,0.0,0.0,Available,0,0,1.0,1.5,4,0,1
Dunk,BHA,DEF,1.3,5.0,4.5,1,20,44.3,253.4,60.5,129.0,32994,8544,1,1,0,20,0,0,0,0,0,0.0,3,0,11,990,1.59,1.01,2.6,16.71,100.0,100.0,Available,0,0,1.3,1.8,4,0,1
Enciso,BHA,MID,0.0,5.1000000000000005,0.5,0,8,9.4,39.0,25.0,30.0,24,1028,0,0,2,1,0,0,0,0,0,0.0,1,0,1,68,0.2,0.58,0.78,2.02,0.0,0.0,Injured,0,0,0.0,0.0,4,0,2
Estupiñan,BHA,DEF,0.0,5.0,19.7,0,25,45.0,162.8,177.9,110.0,9957,132812,5,1,3,10,0,0,1,0,0,0.0,2,0,6,495,0.9,1.47,2.37,10.66,100.0,0.0,Available,0,1,0.0,0.5,4,0,4
Ferguson,BHA,FWD,4.0,6.0,8.0,2,41,47.6,198.2,59.9,218.0,55970,23248,5,5,0,13,1,0,0,0,0,0.0,0,0,7,577,2.89,0.51,3.4,10.64,100.0,100.0,Available,0,1,4.0,4.5,4,0,5
Gilmour,BHA,MID,1.0,4.9,0.5,1,27,31.3,97.4,186.0,30.0,473,2596,4,0,3,12,1,0,0,0,0,0.0,2,0,6,544,0.32,1.15,1.47,10.14,0.0,0.0,Available,0,1,1.0,1.5,4,0,3
Gross,BHA,MID,3.3,6.300000000000001,1.6,2,38,66.4,222.0,310.1,133.0,3771,5848,7,2,1,12,1,0,0,0,0,2.0,1,0,9,798,1.35,1.38,2.73,13.14,100.0,100.0,Available,0,0,3.3,3.8,4,0,3
João Pedro,BHA,FWD,1.3,5.300000000000001,8.7,1,28,51.3,146.6,173.8,192.0,13901,32836,3,2,1,11,1,0,0,0,0,1.0,1,0,4,533,2.81,1.46,4.27,9.26,0.0,0.0,Available,0,0,1.3,1.8,4,0,3
Karbownik,BHA,DEF,0.0,4.0,0.0,0,0,0.0,0.0,0.0,0.0,0,17,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Unavailable,0,0,0.0,0.0,4,0,0
Kozłowski,BHA,MID,0.0,4.5,0.0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Unavailable,0,0,0.0,0.0,4,0,0
Lallana,BHA,MID,0.7,4.9,0.0,1,7,11.3,20.2,72.5,20.0,66,119,0,0,0,3,1,0,0,0,0,0.0,1,0,3,214,0.0,0.18,0.18,3.17,100.0,100.0,Available,0,0,0.7,1.2,4,0,0
Lamptey,BHA,DEF,0.0,4.0,7.1,0,8,7.6,43.4,25.6,7.0,4591,14352,0,0,2,5,0,0,0,0,0,0.0,2,0,1,137,0.02,0.08,0.1,1.97,0.0,100.0,Injured,0,0,0.0,0.0,4,0,2
March,BHA,MID,0.3,6.2,3.0,0,39,46.4,197.4,126.5,139.0,49,23795,6,3,1,11,2,0,0,0,0,0.0,1,0,7,555,2.1,0.97,3.07,10.5,0.0,0.0,Injured,0,1,0.0,0.0,4,0,4
McGill,BHA,GKP,0.0,3.9000000000000004,0.3,0,0,0.0,0.0,0.0,0.0,505,395,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Available,0,0,0.0,0.5,4,1,0
Milner,BHA,MID,1.0,4.800000000000001,0.1,2,9,10.7,45.8,58.9,2.0,146,249,0,0,0,7,1,0,0,0,0,0.0,2,0,5,350,0.0,0.43,0.43,5.54,100.0,100.0,Available,0,0,1.0,1.5,4,0,0
Mitoma,BHA,MID,3.3,6.5,36.7,6,52,83.3,233.4,252.2,346.0,64398,87910,7,3,4,19,0,0,0,0,0,0.0,3,0,10,935,2.68,2.39,5.07,16.08,100.0,100.0,Available,0,2,3.3,3.8,4,0,7
Moder,BHA,MID,0.0,4.4,0.1,0,0,0.0,0.0,0.0,0.0,31,226,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,25.0,25.0,Doubtful,0,0,0.0,0.1,4,0,0
Sarmiento,BHA,MID,0.0,4.5,0.0,0,0,0.0,0.0,0.0,0.0,0,20,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Unavailable,0,0,0.0,0.0,4,0,0
Scherpen,BHA,GKP,0.0,4.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Unavailable,0,0,0.0,0.0,4,1,0
Steele,BHA,GKP,1.7,4.3,2.6,0,13,18.0,179.6,0.1,0.0,1697,5972,0,0,0,12,0,20,0,0,0,0.0,0,0,6,540,0.0,0.0,0.0,7.51,0.0,0.0,Available,0,0,1.7,2.2,4,1,0
Undav,BHA,FWD,0.0,5.5,0.0,0,0,0.0,0.0,0.0,0.0,0,21,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Unavailable,0,0,0.0,0.0,4,0,0
Van Hecke,BHA,DEF,1.3,4.0,1.7,3,10,16.0,133.8,9.1,17.0,3650,2579,1,0,0,4,0,0,0,0,0,0.0,1,0,4,388,0.02,0.05,0.07,4.74,0.0,0.0,Available,0,0,1.3,1.8,4,0,0
Veltman,BHA,DEF,1.3,4.4,0.9,2,15,22.2,137.0,47.9,36.0,4209,1904,0,0,1,14,0,0,0,0,0,0.0,1,0,6,666,0.08,0.25,0.33,11.78,0.0,0.0,Available,0,0,1.3,1.8,4,0,1
Verbruggen,BHA,GKP,1.7,4.4,0.4,5,12,12.2,121.2,0.0,0.0,1814,540,2,0,0,8,0,13,0,0,0,0.0,0,0,5,450,0.0,0.0,0.0,9.2,0.0,0.0,Available,0,0,1.7,2.2,4,1,0
Webster,BHA,DEF,0.7,4.3,0.2,0,5,13.7,99.8,21.8,15.0,327,636,0,0,0,12,0,0,0,0,0,0.0,1,0,5,450,0.19,0.09,0.28,9.05,100.0,100.0,Available,0,0,0.7,1.2,4,0,0
Welbeck,BHA,FWD,0.3,5.7,0.7,0,15,21.9,61.0,71.6,86.0,46,3412,1,1,0,7,2,0,0,0,0,3.0,1,0,7,407,1.07,0.37,1.44,6.5,0.0,0.0,Injured,0,0,0.0,0.0,4,0,1
Zeqiri,BHA,FWD,0.0,4.4,0.6,0,0,0.0,0.0,0.0,0.0,0,1073,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Unavailable,0,0,0.0,0.0,4,0,0
Igor,BHA,DEF,1.0,4.3,0.1,1,4,6.8,37.0,25.7,5.0,307,566,0,0,0,5,0,0,0,0,0,0.0,1,0,3,243,0.04,0.02,0.06,3.67,100.0,100.0,Available,0,0,1.0,1.5,4,0,0
Hinshelwood,BHA,MID,0.0,4.5,0.0,0,2,3.1,6.2,22.8,2.0,50,113,0,0,0,5,0,0,0,0,0,0.0,0,0,1,85,0.0,0.02,0.02,1.28,0.0,0.0,Available,0,0,0.0,0.5,4,0,0
Baleba,BHA,MID,1.3,4.5,0.1,0,7,6.9,38.6,15.9,14.0,463,867,0,0,0,6,0,0,0,0,0,0.0,1,0,3,245,0.27,0.02,0.29,4.46,0.0,0.0,Available,0,0,1.3,1.8,4,0,0
Ansu Fati,BHA,MID,3.0,6.5,0.8,1,17,24.8,85.0,31.3,132.0,2743,8503,1,2,0,5,0,0,0,0,0,0.0,1,0,0,196,2.24,0.27,2.51,2.74,0.0,0.0,Available,0,0,3.0,3.5,4,0,2
Agyei,BUR,MID,0.0,4.3,0.2,0,0,0.0,0.0,0.0,0.0,2361,1903,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Available,0,0,-0.5,-1.0,2,0,0
Al-Dakhil,BUR,DEF,0.3,4.0,0.7,0,9,18.2,119.0,29.6,34.0,318,2584,0,0,0,22,0,0,1,0,0,0.0,1,0,10,855,0.19,0.48,0.67,17.76,100.0,100.0,Available,0,0,-0.2,-0.7,2,0,0
Bastien,BUR,MID,0.0,4.9,0.0,0,0,0.0,0.0,0.0,0.0,0,17,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Unavailable,0,0,0.0,0.0,2,0,0
Benson,BUR,MID,0.0,5.2,0.1,0,3,3.3,6.0,4.3,22.0,15,140,0,0,0,3,0,0,0,0,0,0.0,0,0,1,65,0.03,0.01,0.04,3.09,25.0,25.0,Doubtful,0,0,-0.1,-0.2,2,0,0
Beyer,BUR,DEF,0.7,4.0,1.6,2,8,15.7,146.4,5.9,4.0,259,2308,1,0,0,13,0,0,0,0,0,0.0,3,0,7,588,0.06,0.04,0.1,10.17,100.0,75.0,Available,0,0,0.1,-0.3,2,0,0
Brownhill,BUR,MID,1.7,4.800000000000001,0.2,2,21,37.1,123.0,177.8,69.0,186,799,0,1,0,17,0,0,0,0,0,0.0,1,0,7,695,0.49,1.02,1.51,11.73,0.0,0.0,Available,0,0,1.2,0.7,2,0,1
Churlinov,BUR,MID,0.0,4.4,0.0,0,0,0.0,0.0,0.0,0.0,32,55,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,100.0,100.0,Available,0,0,-0.5,-1.0,2,0,0
Cork,BUR,MID,0.0,4.800000000000001,0.0,0,1,0.5,1.8,0.9,2.0,14,43,0,0,0,0,0,0,0,0,0,0.0,0,0,0,16,0.0,0.01,0.01,0.13,0.0,0.0,Available,0,0,-0.5,-1.0,2,0,0
Costelloe,BUR,MID,0.0,4.5,0.0,0,0,0.0,0.0,0.0,0.0,0,15,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Unavailable,0,0,0.0,0.0,2,0,0
Cullen,BUR,MID,0.3,5.0,0.1,0,17,25.4,126.6,109.9,18.0,30,177,0,0,1,22,0,0,0,0,0,0.0,5,0,10,839,0.08,0.87,0.95,18.49,100.0,0.0,Available,0,0,0.0,-0.7,2,0,1
Egan-Riley,BUR,DEF,0.0,3.9000000000000004,0.2,0,0,0.0,0.0,0.0,0.0,332,490,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Available,0,0,-0.5,-1.0,2,0,0
Ekdal,BUR,DEF,0.0,3.9000000000000004,0.1,0,0,0.0,0.0,0.0,0.0,89,158,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,50.0,0.0,Doubtful,0,0,0.0,-0.5,2,0,0
Foster,BUR,FWD,0.7,5.0,1.3,0,33,37.7,168.2,79.5,130.0,732,15966,4,3,2,19,1,0,0,0,0,0.0,0,1,7,609,1.56,0.48,2.04,13.54,25.0,25.0,Doubtful,0,0,0.0,-0.1,2,0,5
Franchi,BUR,GKP,0.0,3.9000000000000004,0.2,0,0,0.0,0.0,0.0,0.0,260,176,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Available,0,0,-0.5,-1.0,2,1,0
Gudmundsson,BUR,MID,1.3,4.800000000000001,0.0,2,11,23.6,56.0,158.3,21.0,34,51,0,0,1,7,0,0,0,0,0,0.0,1,0,5,341,0.22,1.1,1.32,4.56,100.0,100.0,Available,0,0,0.8,0.3,2,0,1
McNally,BUR,DEF,0.0,4.0,0.0,0,0,0.0,0.0,0.0,0.0,0,9,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Unavailable,0,0,0.0,0.0,2,0,0
Muric,BUR,GKP,0.0,4.3,0.2,0,0,0.0,0.0,0.0,0.0,34,159,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Available,0,0,-0.5,-1.0,2,1,0
O'Shea,BUR,DEF,2.3,4.4,0.2,1,9,26.6,186.4,44.1,34.0,250,407,1,0,1,21,0,0,0,0,0,0.0,0,0,6,585,0.12,0.1,0.22,13.89,0.0,0.0,Available,0,0,1.8,1.3,2,0,1
Obafemi,BUR,FWD,0.0,4.9,0.0,0,0,0.0,0.0,0.0,0.0,48,65,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,50.0,25.0,Doubtful,0,0,-0.1,-0.5,2,0,0
Peacock-Farrell,BUR,GKP,0.0,4.0,0.0,0,0,0.0,0.0,0.0,0.0,0,17,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Unavailable,0,0,0.0,0.0,2,1,0
Roberts,BUR,DEF,-0.7,4.4,0.2,0,8,22.5,125.0,92.7,8.0,64,460,0,0,1,21,0,0,0,0,0,0.0,2,1,8,733,0.0,0.34,0.34,16.94,100.0,100.0,Available,0,0,-1.2,-1.7,2,0,1
Rodriguez,BUR,FWD,1.0,5.300000000000001,0.2,2,7,9.2,12.6,17.1,68.0,365,355,0,0,0,5,0,0,0,0,0,1.0,0,0,1,203,0.95,0.03,0.98,3.4,0.0,0.0,Available,0,0,0.5,0.0,2,0,0
Taylor,BUR,DEF,2.7,4.0,5.5,1,13,21.8,136.8,57.3,23.0,6980,8938,0,1,0,16,0,0,0,0,0,0.0,3,0,8,720,0.12,0.17,0.29,13.35,0.0,0.0,Available,0,0,2.2,1.7,2,0,1
Thomas,BUR,DEF,0.0,4.0,0.0,0,0,0.0,0.0,0.0,0.0,0,8,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Unavailable,0,0,0.0,0.0,2,0,0
Twine,BUR,MID,0.0,4.9,0.0,0,0,0.0,0.0,0.0,0.0,0,10,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Unavailable,0,0,0.0,0.0,2,0,0
Vigouroux,BUR,GKP,0.0,4.0,0.2,0,0,0.0,0.0,0.0,0.0,79,166,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Available,0,0,-0.5,-1.0,2,1,0
Vitinho,BUR,DEF,0.7,4.4,0.1,1,5,7.1,24.4,38.4,9.0,58,117,0,0,0,9,0,0,0,0,0,0.0,0,0,4,332,0.01,0.12,0.13,5.85,100.0,100.0,Available,0,0,0.2,-0.3,2,0,0
Weghorst,BUR,FWD,0.0,5.5,0.0,0,0,0.0,0.0,0.0,0.0,0,42,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Unavailable,0,0,0.0,0.0,2,0,0
Zaroury,BUR,MID,0.7,4.800000000000001,0.0,0,2,4.6,1.8,31.4,19.0,12,85,0,0,0,2,0,0,0,0,0,0.0,0,1,1,126,0.16,0.09,0.25,2.67,100.0,100.0,Available,0,0,0.2,-0.3,2,0,0
Berge,BUR,MID,1.3,4.800000000000001,0.1,2,21,26.0,100.0,92.5,66.0,103,430,2,0,1,20,0,0,0,0,0,0.0,2,0,8,697,0.92,0.2,1.12,16.25,0.0,0.0,Available,0,0,0.8,0.3,2,0,1
Amdouni,BUR,FWD,1.7,5.4,0.2,2,22,33.8,96.0,63.5,178.0,638,1347,2,1,0,15,1,0,0,0,0,0.0,1,0,10,661,1.82,0.43,2.25,13.58,0.0,0.0,Available,0,0,1.2,0.7,2,0,1
Trafford,BUR,GKP,2.0,4.5,0.9,1,21,33.4,333.0,0.1,0.0,664,1915,0,0,0,27,0,39,0,0,0,0.0,1,0,11,990,0.0,0.0,0.0,20.34,0.0,0.0,Available,0,0,1.5,1.0,2,1,0
Redmond,BUR,MID,1.0,4.800000000000001,0.0,1,6,5.1,14.0,28.9,8.0,8,32,0,0,0,4,0,0,0,0,0,0.0,0,0,0,88,0.0,0.29,0.29,1.95,100.0,100.0,Available,0,0,0.5,0.0,2,0,0
Koleosho,BUR,MID,1.7,5.0,0.1,2,23,32.3,54.8,130.5,139.0,225,929,0,0,1,20,1,0,0,0,0,0.0,0,0,9,703,1.5,0.95,2.45,12.43,0.0,0.0,Available,0,0,1.2,0.7,2,0,1
Bruun Larsen,BUR,MID,1.0,4.9,0.0,1,15,16.9,53.4,40.9,78.0,21,73,0,1,0,5,0,0,0,0,0,0.0,0,0,0,172,0.46,0.12,0.58,4.02,0.0,0.0,Available,0,0,0.5,0.0,2,0,1
Dodgson,BUR,DEF,0.0,4.0,0.0,0,0,0.0,0.0,0.0,0.0,0,31,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Unavailable,0,0,0.0,0.0,2,0,0
Odobert,BUR,MID,0.7,5.0,0.0,1,9,15.2,55.6,35.2,62.0,14,56,0,1,0,7,0,0,0,0,0,0.0,1,0,2,158,0.3,0.72,1.02,5.73,0.0,0.0,Available,0,0,0.2,-0.3,2,0,1
